adoption_id,customer_id,feature_id,date_id,adoption_date,activation_date,activation_lag_days,acquisition_channel,is_activated,days_to_first_transaction
ADO000287,CUST03687,FEAT002,20230726,2023-07-26,2023-07-26,0,Push Notification,1,
ADO000288,CUST03070,FEAT001,20220523,2022-05-23,2022-06-10,18,Email,1,1.0
ADO000289,CUST01052,FEAT005,20221109,2022-11-09,2022-12-09,30,Push Notification,1,20.0
ADO000290,CUST00080,FEAT002,20230527,2023-05-27,2023-06-21,25,Email,1,8.0
ADO000291,CUST02906,FEAT006,20221214,2022-12-14,2022-12-21,7,Push Notification,1,14.0
ADO000292,CUST03434,FEAT002,20230312,2023-03-12,2023-04-02,21,In-App Banner,1,42.0
ADO000293,CUST03305,FEAT001,20230705,2023-07-05,2023-07-14,9,In-App Banner,1,53.0
ADO000294,CUST02672,FEAT003,20220124,2022-01-24,2022-02-11,18,Push Notification,1,
ADO000295,CUST00264,FEAT003,20220523,2022-05-23,2022-05-27,4,Push Notification,1,
ADO000296,CUST02706,FEAT003,20230805,2023-08-05,2023-08-25,20,Email,1,38.0
ADO000297,CUST04940,FEAT006,20230811,2023-08-11,2023-09-07,27,Referral,1,
ADO000298,CUST03203,FEAT003,20230126,2023-01-26,2023-02-01,6,Referral,0,29.0
ADO000299,CUST03201,FEAT001,20220307,2022-03-07,2022-03-24,17,In-App Banner,1,38.0
ADO000300,CUST03166,FEAT003,20220712,2022-07-12,2022-07-27,15,Referral,0,
ADO000301,CUST00890,FEAT005,20221203,2022-12-03,2022-12-21,18,Push Notification,1,42.0
ADO000302,CUST03699,FEAT006,20221108,2022-11-08,2022-11-10,2,Email,1,10.0
ADO000303,CUST01405,FEAT002,20220417,2022-04-17,2022-05-08,21,Referral,1,6.0
ADO000304,CUST04530,FEAT003,20220701,2022-07-01,2022-07-02,1,Email,1,36.0
ADO000305,CUST04943,FEAT001,20230516,2023-05-16,2023-05-16,0,Push Notification,1,
ADO000306,CUST01530,FEAT001,20220723,2022-07-23,2022-07-25,2,Referral,1,25.0
ADO000307,CUST03162,FEAT001,20221018,2022-10-18,2022-10-24,6,Push Notification,1,1.0
ADO000308,CUST01910,FEAT002,20221026,2022-10-26,2022-11-16,21,Push Notification,1,
ADO000309,CUST04296,FEAT001,20220313,2022-03-13,2022-03-27,14,Organic,1,20.0
ADO000310,CUST00471,FEAT004,20230113,2023-01-13,2023-01-29,16,Email,0,11.0
ADO000311,CUST00091,FEAT002,20220625,2022-06-25,2022-07-05,10,Email,1,55.0
ADO000312,CUST03366,FEAT004,20230205,2023-02-05,2023-02-10,5,Referral,1,46.0
ADO000313,CUST00908,FEAT002,20220513,2022-05-13,2022-05-30,17,In-App Banner,1,39.0
ADO000314,CUST03428,FEAT002,20230505,2023-05-05,2023-05-28,23,Referral,1,30.0
ADO000315,CUST00564,FEAT002,20230203,2023-02-03,2023-03-05,30,Referral,0,
ADO000316,CUST01692,FEAT005,20220514,2022-05-14,2022-06-10,27,Email,1,53.0
ADO000317,CUST01685,FEAT002,20221114,2022-11-14,2022-11-27,13,Email,1,3.0
ADO000318,CUST03890,FEAT002,20220612,2022-06-12,2022-07-01,19,Organic,1,2.0
ADO000319,CUST04712,FEAT002,20221114,2022-11-14,2022-12-02,18,In-App Banner,1,
ADO000320,CUST01663,FEAT003,20230530,2023-05-30,2023-06-21,22,Push Notification,1,32.0
ADO000321,CUST03760,FEAT002,20221010,2022-10-10,2022-10-16,6,Organic,0,31.0
ADO000322,CUST00061,FEAT008,20220527,2022-05-27,2022-06-10,14,Email,1,
ADO000323,CUST00525,FEAT001,20230213,2023-02-13,2023-03-04,19,In-App Banner,1,59.0
ADO000324,CUST02023,FEAT002,20230623,2023-06-23,2023-07-03,10,In-App Banner,0,13.0
ADO000325,CUST04664,FEAT002,20230518,2023-05-18,2023-06-01,14,Email,1,43.0
ADO000326,CUST03791,FEAT003,20230813,2023-08-13,2023-08-14,1,Referral,1,23.0
ADO000327,CUST00747,FEAT002,20221022,2022-10-22,2022-11-11,20,In-App Banner,1,58.0
ADO000328,CUST03739,FEAT003,20221222,2022-12-22,2023-01-13,22,Organic,0,46.0
ADO000329,CUST02437,FEAT005,20230205,2023-02-05,2023-02-24,19,Email,1,32.0
ADO000330,CUST01435,FEAT001,20230302,2023-03-02,2023-03-09,7,In-App Banner,1,54.0
ADO000331,CUST01472,FEAT001,20230319,2023-03-19,2023-04-02,14,Email,1,
ADO000332,CUST03152,FEAT001,20220707,2022-07-07,2022-07-29,22,Push Notification,1,4.0
ADO000333,CUST04659,FEAT001,20220408,2022-04-08,2022-04-20,12,In-App Banner,1,38.0
ADO000334,CUST00358,FEAT004,20220903,2022-09-03,2022-10-01,28,Push Notification,1,52.0
ADO000335,CUST01294,FEAT007,20221008,2022-10-08,2022-11-05,28,Push Notification,1,44.0
ADO000336,CUST04406,FEAT002,20221026,2022-10-26,2022-11-16,21,In-App Banner,1,
ADO000337,CUST00547,FEAT002,20220811,2022-08-11,2022-09-09,29,Push Notification,1,55.0
ADO000338,CUST04043,FEAT003,20230226,2023-02-26,2023-03-22,24,Email,1,38.0
ADO000339,CUST04529,FEAT002,20220505,2022-05-05,2022-05-16,11,Referral,1,23.0
ADO000340,CUST00627,FEAT002,20220418,2022-04-18,2022-05-04,16,Referral,1,13.0
ADO000341,CUST02671,FEAT002,20230224,2023-02-24,2023-03-10,14,Email,1,25.0
ADO000342,CUST01351,FEAT001,20220916,2022-09-16,2022-09-22,6,Push Notification,1,19.0
ADO000343,CUST04146,FEAT001,20220215,2022-02-15,2022-03-01,14,In-App Banner,1,60.0
ADO000344,CUST00219,FEAT006,20220316,2022-03-16,2022-04-05,20,Email,1,8.0
ADO000345,CUST03784,FEAT003,20230126,2023-01-26,2023-02-05,10,In-App Banner,1,58.0
ADO000346,CUST03272,FEAT005,20220719,2022-07-19,2022-07-31,12,Push Notification,1,57.0
ADO000347,CUST00310,FEAT001,20220111,2022-01-11,2022-01-19,8,Referral,1,52.0
ADO000348,CUST00940,FEAT001,20220520,2022-05-20,2022-05-30,10,In-App Banner,1,2.0
ADO000349,CUST03804,FEAT001,20230512,2023-05-12,2023-05-26,14,Email,1,9.0
ADO000350,CUST00559,FEAT005,20220326,2022-03-26,2022-04-12,17,Referral,1,36.0
ADO000351,CUST01985,FEAT001,20230325,2023-03-25,2023-03-29,4,Push Notification,1,1.0
ADO000352,CUST03857,FEAT002,20221013,2022-10-13,2022-11-08,26,Push Notification,1,32.0
ADO000353,CUST01322,FEAT006,20220624,2022-06-24,2022-07-20,26,In-App Banner,0,28.0
ADO000354,CUST00148,FEAT001,20220413,2022-04-13,2022-04-18,5,Referral,1,24.0
ADO000355,CUST02410,FEAT002,20220508,2022-05-08,2022-05-25,17,Push Notification,1,
ADO000356,CUST03202,FEAT001,20220622,2022-06-22,2022-06-24,2,Push Notification,0,45.0
ADO000357,CUST00092,FEAT001,20221007,2022-10-07,2022-10-11,4,In-App Banner,1,15.0
ADO000358,CUST03610,FEAT001,20230102,2023-01-02,2023-01-07,5,In-App Banner,1,12.0
ADO000359,CUST01775,FEAT005,20220205,2022-02-05,2022-03-05,28,Referral,1,
ADO000360,CUST04361,FEAT003,20220810,2022-08-10,2022-08-24,14,Referral,1,
ADO000361,CUST00392,FEAT002,20230620,2023-06-20,2023-07-10,20,Email,1,
ADO000362,CUST00843,FEAT003,20230204,2023-02-04,2023-02-26,22,In-App Banner,0,24.0
ADO000363,CUST02526,FEAT001,20230331,2023-03-31,2023-04-01,1,Email,1,49.0
ADO000364,CUST04901,FEAT002,20220105,2022-01-05,2022-01-06,1,In-App Banner,1,23.0
ADO000365,CUST03092,FEAT003,20220726,2022-07-26,2022-08-24,29,Push Notification,1,27.0
ADO000366,CUST02046,FEAT001,20230119,2023-01-19,2023-02-17,29,Email,1,47.0
ADO000367,CUST01955,FEAT003,20220724,2022-07-24,2022-07-26,2,In-App Banner,1,39.0
ADO000368,CUST00132,FEAT001,20230308,2023-03-08,2023-03-08,0,Referral,1,25.0
ADO000369,CUST00120,FEAT007,20221212,2022-12-12,2023-01-07,26,Email,1,
ADO000370,CUST01575,FEAT001,20220306,2022-03-06,2022-03-13,7,Email,1,16.0
ADO000371,CUST00792,FEAT006,20220621,2022-06-21,2022-07-14,23,Push Notification,1,30.0
ADO000372,CUST01369,FEAT003,20220215,2022-02-15,2022-02-28,13,Push Notification,1,54.0
ADO000373,CUST04199,FEAT002,20220421,2022-04-21,2022-05-17,26,Push Notification,1,
ADO000374,CUST02680,FEAT004,20221127,2022-11-27,2022-12-14,17,Push Notification,1,44.0
ADO000375,CUST01553,FEAT006,20220801,2022-08-01,2022-08-30,29,Push Notification,1,8.0
ADO000376,CUST04438,FEAT003,20230209,2023-02-09,2023-03-11,30,In-App Banner,0,
ADO000377,CUST03506,FEAT002,20220504,2022-05-04,2022-05-11,7,In-App Banner,1,12.0
ADO000378,CUST01752,FEAT004,20220419,2022-04-19,2022-04-30,11,In-App Banner,1,19.0
ADO000379,CUST02650,FEAT002,20220627,2022-06-27,2022-06-27,0,In-App Banner,1,10.0
ADO000380,CUST03295,FEAT004,20221120,2022-11-20,2022-11-20,0,In-App Banner,1,17.0
ADO000381,CUST03189,FEAT006,20220806,2022-08-06,2022-08-20,14,Push Notification,0,26.0
ADO000382,CUST01804,FEAT003,20220309,2022-03-09,2022-03-30,21,In-App Banner,1,45.0
ADO000383,CUST02282,FEAT001,20230113,2023-01-13,2023-01-14,1,Push Notification,1,39.0
ADO000384,CUST00552,FEAT001,20220812,2022-08-12,2022-08-25,13,Email,0,9.0
ADO000385,CUST02471,FEAT002,20230527,2023-05-27,2023-05-30,3,Organic,0,2.0
ADO000386,CUST04393,FEAT003,20230806,2023-08-06,2023-08-11,5,Push Notification,1,60.0
ADO000387,CUST02064,FEAT008,20220408,2022-04-08,2022-04-27,19,Push Notification,1,54.0
ADO000388,CUST02658,FEAT001,20230202,2023-02-02,2023-02-23,21,Push Notification,1,11.0
ADO000389,CUST01089,FEAT008,20221207,2022-12-07,2022-12-12,5,Email,1,48.0
ADO000390,CUST02605,FEAT002,20230509,2023-05-09,2023-05-11,2,Referral,1,6.0
ADO000391,CUST02746,FEAT001,20220119,2022-01-19,2022-02-07,19,Push Notification,1,
ADO000392,CUST04793,FEAT008,20230405,2023-04-05,2023-04-17,12,Organic,1,53.0
ADO000393,CUST04187,FEAT007,20220827,2022-08-27,2022-09-12,16,Email,1,52.0
ADO000394,CUST04813,FEAT003,20220114,2022-01-14,2022-01-21,7,In-App Banner,1,21.0
ADO000395,CUST00174,FEAT007,20220508,2022-05-08,2022-05-17,9,Email,1,43.0
ADO000396,CUST01937,FEAT002,20230315,2023-03-15,2023-04-08,24,Email,1,19.0
ADO000397,CUST01996,FEAT005,20220323,2022-03-23,2022-03-24,1,Email,1,8.0
ADO000398,CUST01127,FEAT004,20230119,2023-01-19,2023-02-03,15,In-App Banner,1,21.0
ADO000399,CUST02430,FEAT003,20220726,2022-07-26,2022-07-30,4,In-App Banner,1,37.0
ADO000400,CUST03079,FEAT003,20220729,2022-07-29,2022-08-18,20,Push Notification,1,57.0
ADO000401,CUST00311,FEAT007,20220901,2022-09-01,2022-09-30,29,Push Notification,1,29.0
ADO000402,CUST04900,FEAT001,20230331,2023-03-31,2023-04-23,23,Push Notification,1,6.0
ADO000403,CUST02693,FEAT003,20220518,2022-05-18,2022-05-26,8,Push Notification,0,53.0
ADO000404,CUST02602,FEAT006,20220210,2022-02-10,2022-02-26,16,Referral,1,
ADO000405,CUST03399,FEAT001,20221023,2022-10-23,2022-11-16,24,In-App Banner,1,52.0
ADO000406,CUST00195,FEAT008,20220823,2022-08-23,2022-09-19,27,Referral,1,31.0
ADO000407,CUST02714,FEAT004,20221217,2022-12-17,2022-12-24,7,Organic,1,1.0
ADO000408,CUST01687,FEAT001,20230707,2023-07-07,2023-07-08,1,Email,1,54.0
ADO000409,CUST02035,FEAT003,20220816,2022-08-16,2022-09-04,19,Email,0,25.0
ADO000410,CUST03126,FEAT002,20230618,2023-06-18,2023-06-28,10,Email,1,59.0
ADO000411,CUST01504,FEAT003,20230329,2023-03-29,2023-04-18,20,Email,1,60.0
ADO000412,CUST00050,FEAT001,20220308,2022-03-08,2022-04-04,27,Referral,0,22.0
ADO000413,CUST04028,FEAT001,20220313,2022-03-13,2022-04-12,30,Email,1,34.0
ADO000414,CUST01577,FEAT003,20220223,2022-02-23,2022-03-15,20,Email,1,49.0
ADO000415,CUST01160,FEAT003,20220729,2022-07-29,2022-08-02,4,Push Notification,1,10.0
ADO000416,CUST00752,FEAT003,20220627,2022-06-27,2022-07-15,18,Email,0,15.0
ADO000417,CUST04497,FEAT005,20220729,2022-07-29,2022-08-05,7,In-App Banner,1,34.0
ADO000418,CUST04157,FEAT003,20220322,2022-03-22,2022-04-04,13,Email,1,18.0
ADO000419,CUST03827,FEAT004,20221115,2022-11-15,2022-11-20,5,Email,1,58.0
ADO000420,CUST01619,FEAT005,20220908,2022-09-08,2022-09-21,13,In-App Banner,1,41.0
ADO000421,CUST01446,FEAT002,20220912,2022-09-12,2022-09-21,9,Referral,1,36.0
ADO000422,CUST02338,FEAT001,20230814,2023-08-14,2023-08-28,14,Push Notification,1,42.0
ADO000423,CUST01650,FEAT003,20221006,2022-10-06,2022-11-02,27,In-App Banner,1,23.0
ADO000424,CUST00656,FEAT004,20230104,2023-01-04,2023-01-16,12,Push Notification,0,11.0
ADO000425,CUST03095,FEAT001,20220621,2022-06-21,2022-07-06,15,Referral,0,23.0
ADO000426,CUST03616,FEAT003,20230309,2023-03-09,2023-03-25,16,Organic,1,57.0
ADO000427,CUST04993,FEAT004,20230320,2023-03-20,2023-04-13,24,Email,1,51.0
ADO000428,CUST01277,FEAT007,20230509,2023-05-09,2023-05-09,0,Push Notification,1,22.0
ADO000429,CUST03125,FEAT003,20230314,2023-03-14,2023-04-10,27,Referral,1,22.0
ADO000430,CUST00682,FEAT002,20221104,2022-11-04,2022-11-23,19,Organic,1,6.0
ADO000431,CUST04401,FEAT004,20220606,2022-06-06,2022-06-23,17,In-App Banner,1,11.0
ADO000432,CUST01440,FEAT001,20220921,2022-09-21,2022-10-03,12,Email,1,23.0
ADO000433,CUST03799,FEAT001,20221110,2022-11-10,2022-11-24,14,Referral,1,14.0
ADO000434,CUST02321,FEAT001,20230120,2023-01-20,2023-02-06,17,Push Notification,1,27.0
ADO000435,CUST04965,FEAT007,20230508,2023-05-08,2023-05-10,2,Organic,1,
ADO000436,CUST02730,FEAT003,20220520,2022-05-20,2022-06-11,22,In-App Banner,1,17.0
ADO000437,CUST03845,FEAT005,20220720,2022-07-20,2022-07-24,4,Organic,1,22.0
ADO000438,CUST01554,FEAT003,20220105,2022-01-05,2022-01-05,0,In-App Banner,1,20.0
ADO000439,CUST04102,FEAT001,20230119,2023-01-19,2023-02-03,15,Referral,1,
ADO000440,CUST03315,FEAT003,20230302,2023-03-02,2023-04-01,30,Email,1,36.0
ADO000441,CUST03233,FEAT001,20230118,2023-01-18,2023-01-30,12,Push Notification,1,59.0
ADO000442,CUST04011,FEAT001,20221112,2022-11-12,2022-12-02,20,In-App Banner,1,59.0
ADO000443,CUST04820,FEAT005,20220314,2022-03-14,2022-03-27,13,In-App Banner,1,18.0
ADO000444,CUST00319,FEAT005,20220508,2022-05-08,2022-05-20,12,In-App Banner,1,24.0
ADO000445,CUST04634,FEAT001,20220616,2022-06-16,2022-06-22,6,Email,1,40.0
ADO000446,CUST03575,FEAT002,20220919,2022-09-19,2022-10-13,24,Referral,0,8.0
ADO000447,CUST02856,FEAT002,20230606,2023-06-06,2023-06-28,22,In-App Banner,0,18.0
ADO000448,CUST04003,FEAT007,20230113,2023-01-13,2023-02-04,22,Organic,1,
ADO000449,CUST00473,FEAT001,20230130,2023-01-30,2023-02-28,29,Push Notification,1,
ADO000450,CUST03474,FEAT003,20220910,2022-09-10,2022-09-17,7,Email,1,45.0
ADO000451,CUST03914,FEAT004,20220205,2022-02-05,2022-03-06,29,Push Notification,0,55.0
ADO000452,CUST02961,FEAT003,20220129,2022-01-29,2022-02-20,22,In-App Banner,1,19.0
ADO000453,CUST01212,FEAT003,20220925,2022-09-25,2022-10-14,19,Push Notification,1,42.0
ADO000454,CUST03732,FEAT003,20220531,2022-05-31,2022-06-08,8,In-App Banner,0,11.0
ADO000455,CUST02027,FEAT002,20230816,2023-08-16,2023-09-15,30,In-App Banner,1,4.0
ADO000456,CUST01323,FEAT004,20220113,2022-01-13,2022-01-16,3,Referral,0,36.0
ADO000457,CUST00757,FEAT007,20230129,2023-01-29,2023-02-10,12,In-App Banner,1,33.0
ADO000458,CUST04802,FEAT003,20220324,2022-03-24,2022-04-09,16,In-App Banner,1,24.0
ADO000459,CUST01547,FEAT004,20230310,2023-03-10,2023-03-15,5,Referral,1,9.0
ADO000460,CUST03497,FEAT001,20220916,2022-09-16,2022-10-08,22,In-App Banner,1,
ADO000461,CUST02476,FEAT002,20230528,2023-05-28,2023-06-27,30,Push Notification,1,24.0
ADO000462,CUST04368,FEAT008,20230127,2023-01-27,2023-02-14,18,Email,1,
ADO000463,CUST02523,FEAT001,20230226,2023-02-26,2023-03-22,24,In-App Banner,1,41.0
ADO000464,CUST00729,FEAT001,20220422,2022-04-22,2022-05-12,20,In-App Banner,1,6.0
ADO000465,CUST04691,FEAT002,20221219,2022-12-19,2023-01-14,26,In-App Banner,1,28.0
ADO000466,CUST01170,FEAT003,20221003,2022-10-03,2022-10-26,23,In-App Banner,1,46.0
ADO000467,CUST01717,FEAT004,20230212,2023-02-12,2023-03-06,22,Email,1,
ADO000468,CUST02524,FEAT005,20220107,2022-01-07,2022-01-12,5,Referral,1,55.0
ADO000469,CUST04029,FEAT001,20220102,2022-01-02,2022-01-05,3,Email,1,12.0
ADO000470,CUST00573,FEAT001,20230304,2023-03-04,2023-03-20,16,Email,0,52.0
ADO000471,CUST03415,FEAT001,20221023,2022-10-23,2022-11-15,23,Email,1,4.0
ADO000472,CUST03531,FEAT006,20220624,2022-06-24,2022-06-29,5,Email,1,10.0
ADO000473,CUST03070,FEAT004,20220710,2022-07-10,2022-08-01,22,Referral,1,35.0
ADO000474,CUST01101,FEAT001,20220722,2022-07-22,2022-08-06,15,Referral,1,26.0
ADO000475,CUST01491,FEAT003,20230530,2023-05-30,2023-06-29,30,Email,1,42.0
ADO000476,CUST00904,FEAT005,20230407,2023-04-07,2023-04-25,18,Push Notification,1,50.0
ADO000477,CUST01742,FEAT001,20220710,2022-07-10,2022-07-16,6,Push Notification,1,55.0
ADO000478,CUST00484,FEAT001,20220707,2022-07-07,2022-08-01,25,In-App Banner,1,13.0
ADO000479,CUST01572,FEAT002,20220923,2022-09-23,2022-10-21,28,Email,1,35.0
ADO000480,CUST03349,FEAT001,20230328,2023-03-28,2023-04-17,20,Referral,1,5.0
ADO000481,CUST00895,FEAT002,20220620,2022-06-20,2022-06-22,2,Referral,1,31.0
ADO000482,CUST02402,FEAT001,20220329,2022-03-29,2022-04-10,12,Referral,1,44.0
ADO000483,CUST01022,FEAT003,20221011,2022-10-11,2022-10-13,2,In-App Banner,1,
ADO000484,CUST02803,FEAT001,20220131,2022-01-31,2022-02-18,18,In-App Banner,1,32.0
ADO000485,CUST01924,FEAT003,20230505,2023-05-05,2023-05-20,15,Email,1,54.0
ADO000486,CUST00826,FEAT001,20220110,2022-01-10,2022-01-11,1,Email,0,
ADO000487,CUST02180,FEAT003,20220108,2022-01-08,2022-01-29,21,Push Notification,1,20.0
ADO000488,CUST04772,FEAT001,20220212,2022-02-12,2022-02-15,3,Referral,0,3.0
ADO000489,CUST01730,FEAT001,20230619,2023-06-19,2023-07-14,25,Organic,1,25.0
ADO000490,CUST00060,FEAT004,20230120,2023-01-20,2023-02-08,19,Email,1,24.0
ADO000491,CUST04261,FEAT008,20220930,2022-09-30,2022-10-29,29,Referral,1,17.0
ADO000492,CUST03981,FEAT006,20230430,2023-04-30,2023-05-24,24,Email,1,43.0
ADO000493,CUST02761,FEAT003,20230316,2023-03-16,2023-03-26,10,In-App Banner,1,29.0
ADO000494,CUST03038,FEAT001,20221218,2022-12-18,2022-12-28,10,Push Notification,1,2.0
ADO000495,CUST01963,FEAT001,20230105,2023-01-05,2023-01-26,21,Referral,1,2.0
ADO000496,CUST03265,FEAT005,20230123,2023-01-23,2023-02-11,19,Email,1,16.0
ADO000497,CUST00469,FEAT001,20221231,2022-12-31,2023-01-27,27,Referral,1,29.0
ADO000498,CUST02706,FEAT006,20220413,2022-04-13,2022-04-13,0,In-App Banner,0,1.0
ADO000499,CUST03744,FEAT001,20230216,2023-02-16,2023-03-11,23,Email,1,5.0
ADO000500,CUST01138,FEAT001,20220127,2022-01-27,2022-02-15,19,In-App Banner,1,39.0
ADO000501,CUST01007,FEAT003,20230628,2023-06-28,2023-07-06,8,Push Notification,1,
ADO000502,CUST02037,FEAT008,20230113,2023-01-13,2023-01-27,14,Referral,1,31.0
ADO000503,CUST03893,FEAT003,20230612,2023-06-12,2023-06-25,13,In-App Banner,1,29.0
ADO000504,CUST01540,FEAT001,20220104,2022-01-04,2022-01-24,20,In-App Banner,1,55.0
ADO000505,CUST02640,FEAT006,20220118,2022-01-18,2022-02-07,20,In-App Banner,0,31.0
ADO000506,CUST02951,FEAT005,20220216,2022-02-16,2022-03-13,25,Organic,1,38.0
ADO000507,CUST02667,FEAT001,20230331,2023-03-31,2023-04-07,7,In-App Banner,0,33.0
ADO000508,CUST04971,FEAT001,20230512,2023-05-12,2023-05-24,12,Email,1,
ADO000509,CUST00667,FEAT006,20221223,2022-12-23,2023-01-05,13,Push Notification,1,54.0
ADO000510,CUST03901,FEAT001,20220413,2022-04-13,2022-05-06,23,Push Notification,0,45.0
ADO000511,CUST03153,FEAT003,20221028,2022-10-28,2022-11-16,19,Organic,1,39.0
ADO000512,CUST01599,FEAT008,20220527,2022-05-27,2022-06-23,27,Email,0,31.0
ADO000513,CUST04261,FEAT001,20230809,2023-08-09,2023-09-03,25,In-App Banner,1,9.0
ADO000514,CUST04134,FEAT004,20220202,2022-02-02,2022-02-06,4,Push Notification,1,
ADO000515,CUST04080,FEAT001,20220331,2022-03-31,2022-04-09,9,In-App Banner,1,16.0
ADO000516,CUST04496,FEAT003,20230424,2023-04-24,2023-04-29,5,Organic,1,
ADO000517,CUST03656,FEAT001,20220429,2022-04-29,2022-05-14,15,Referral,1,46.0
ADO000518,CUST04430,FEAT001,20220904,2022-09-04,2022-09-11,7,In-App Banner,0,50.0
ADO000519,CUST01734,FEAT001,20220624,2022-06-24,2022-07-18,24,Email,1,28.0
ADO000520,CUST00733,FEAT001,20220419,2022-04-19,2022-05-02,13,Email,0,60.0
ADO000521,CUST00240,FEAT001,20220614,2022-06-14,2022-07-13,29,In-App Banner,1,49.0
ADO000522,CUST02675,FEAT001,20230128,2023-01-28,2023-02-21,24,Push Notification,0,
ADO000523,CUST02297,FEAT003,20220814,2022-08-14,2022-09-06,23,In-App Banner,1,45.0
ADO000524,CUST02111,FEAT005,20230503,2023-05-03,2023-06-02,30,In-App Banner,1,57.0
ADO000525,CUST01009,FEAT004,20220520,2022-05-20,2022-06-18,29,In-App Banner,1,55.0
ADO000526,CUST04379,FEAT002,20230519,2023-05-19,2023-05-21,2,Referral,1,
ADO000527,CUST02727,FEAT001,20220818,2022-08-18,2022-09-16,29,In-App Banner,1,53.0
ADO000528,CUST04719,FEAT003,20220308,2022-03-08,2022-03-28,20,Email,1,17.0
ADO000529,CUST02812,FEAT001,20230122,2023-01-22,2023-02-20,29,Organic,1,24.0
ADO000530,CUST03127,FEAT008,20230730,2023-07-30,2023-08-29,30,Push Notification,1,51.0
ADO000531,CUST03580,FEAT001,20220827,2022-08-27,2022-09-03,7,In-App Banner,1,20.0
ADO000532,CUST02123,FEAT001,20220429,2022-04-29,2022-05-08,9,Push Notification,1,45.0
ADO000533,CUST00719,FEAT007,20220425,2022-04-25,2022-04-27,2,Organic,1,
ADO000534,CUST02788,FEAT004,20220712,2022-07-12,2022-08-04,23,In-App Banner,1,46.0
ADO000535,CUST00952,FEAT002,20230810,2023-08-10,2023-08-21,11,Organic,0,47.0
ADO000536,CUST01044,FEAT001,20221117,2022-11-17,2022-12-17,30,In-App Banner,1,18.0
ADO000537,CUST03115,FEAT002,20230814,2023-08-14,2023-09-06,23,Organic,1,10.0
ADO000538,CUST00014,FEAT001,20221115,2022-11-15,2022-11-16,1,Push Notification,1,32.0
ADO000539,CUST04834,FEAT001,20230703,2023-07-03,2023-07-09,6,Referral,0,29.0
ADO000540,CUST03180,FEAT003,20230310,2023-03-10,2023-03-20,10,In-App Banner,1,33.0
ADO000541,CUST02991,FEAT003,20220510,2022-05-10,2022-05-26,16,Push Notification,1,39.0
ADO000542,CUST04929,FEAT002,20220816,2022-08-16,2022-08-19,3,In-App Banner,0,2.0
ADO000543,CUST03239,FEAT008,20220110,2022-01-10,2022-01-27,17,Push Notification,1,2.0
ADO000544,CUST03774,FEAT002,20221120,2022-11-20,2022-11-24,4,Organic,0,32.0
ADO000545,CUST02432,FEAT006,20220813,2022-08-13,2022-08-28,15,Organic,1,50.0
ADO000546,CUST03734,FEAT003,20220531,2022-05-31,2022-06-19,19,In-App Banner,1,59.0
ADO000547,CUST02322,FEAT003,20220530,2022-05-30,2022-06-22,23,In-App Banner,1,39.0
ADO000548,CUST00282,FEAT001,20221124,2022-11-24,2022-12-03,9,Email,1,33.0
ADO000549,CUST04116,FEAT002,20220507,2022-05-07,2022-05-15,8,In-App Banner,1,31.0
ADO000550,CUST04702,FEAT002,20230505,2023-05-05,2023-05-25,20,In-App Banner,1,24.0
ADO000551,CUST01768,FEAT008,20230522,2023-05-22,2023-05-31,9,Referral,1,26.0
ADO000552,CUST03086,FEAT003,20220302,2022-03-02,2022-03-27,25,In-App Banner,1,20.0
ADO000553,CUST02730,FEAT004,20220606,2022-06-06,2022-07-02,26,Push Notification,0,2.0
ADO000554,CUST01726,FEAT005,20220819,2022-08-19,2022-09-10,22,In-App Banner,1,56.0
ADO000555,CUST00431,FEAT003,20220703,2022-07-03,2022-07-30,27,In-App Banner,0,9.0
ADO000556,CUST03994,FEAT003,20230206,2023-02-06,2023-02-15,9,Referral,1,51.0
ADO000557,CUST01305,FEAT001,20220123,2022-01-23,2022-02-09,17,In-App Banner,1,
ADO000558,CUST03214,FEAT006,20221212,2022-12-12,2022-12-25,13,Email,0,24.0
ADO000559,CUST03879,FEAT003,20221223,2022-12-23,2023-01-16,24,Organic,1,21.0
ADO000560,CUST03207,FEAT001,20230205,2023-02-05,2023-02-07,2,Email,1,
ADO000561,CUST04325,FEAT008,20221017,2022-10-17,2022-10-26,9,In-App Banner,0,39.0
ADO000562,CUST01599,FEAT005,20230716,2023-07-16,2023-07-28,12,In-App Banner,0,
ADO000563,CUST00798,FEAT001,20220515,2022-05-15,2022-05-25,10,Email,1,37.0
