metric_id,customer_id,date_id,month,features_adopted,features_active,monthly_revenue_inr,clv_inr,nps_score,support_tickets,login_frequency,churn_risk_score,cross_sell_flag
MET000288,CUST00077,20230401,2023-04-01,6,1,312.94,18652.83,1,2,7,0.243,0
MET000289,CUST04750,20230401,2023-04-01,6,3,1074.06,33899.96,7,5,29,0.0456,0
MET000290,CUST01399,20230901,2023-09-01,4,5,393.18,5619.27,3,3,1,0.1322,0
MET000291,CUST01567,20240101,2024-01-01,6,4,1246.29,7231.31,1,3,7,0.2127,0
MET000292,CUST04275,20220901,2022-09-01,2,2,1411.05,5341.23,4,1,3,0.1098,1
MET000293,CUST03777,20240201,2024-02-01,6,1,2908.28,41808.36,6,0,23,0.2836,1
MET000294,CUST04309,20230101,2023-01-01,1,3,284.46,3405.91,4,2,12,0.0703,1
MET000295,CUST00940,20220801,2022-08-01,1,3,129.24,4495.76,4,4,8,0.5103,1
MET000296,CUST04309,20220601,2022-06-01,5,0,171.79,6495.84,1,3,7,0.7867,0
MET000297,CUST04466,20231201,2023-12-01,1,4,2580.54,26525.25,9,5,8,0.0851,0
MET000298,CUST04215,20230901,2023-09-01,4,1,392.29,1747.84,9,1,16,0.1296,1
MET000299,CUST04423,20240201,2024-02-01,4,5,1286.63,18149.55,6,4,30,0.5419,1
MET000300,CUST03981,20230801,2023-08-01,3,5,961.79,12160.45,6,4,25,0.9711,1
MET000301,CUST00635,20220301,2022-03-01,1,3,188.01,3146.69,3,5,0,0.2805,0
MET000302,CUST00308,20220801,2022-08-01,4,0,365.71,5759.77,8,2,20,0.1216,1
MET000303,CUST01566,20230301,2023-03-01,5,3,165.13,5180.07,6,4,28,0.8175,0
MET000304,CUST03378,20220401,2022-04-01,4,4,182.14,1906.51,2,0,8,0.5722,0
MET000305,CUST01894,20240401,2024-04-01,5,2,137.83,6402.94,7,1,8,0.0344,1
MET000306,CUST04991,20230701,2023-07-01,6,1,407.38,1618.02,2,3,14,0.1452,1
MET000307,CUST00839,20220601,2022-06-01,5,4,840.27,14674.88,6,1,5,0.2776,0
MET000308,CUST02587,20230701,2023-07-01,4,5,325.86,3358.43,5,2,9,0.0083,0
MET000309,CUST04750,20230801,2023-08-01,2,3,1468.96,23052.3,5,2,25,0.7148,0
MET000310,CUST03725,20230401,2023-04-01,4,3,871.74,30485.5,9,3,8,0.3821,1
MET000311,CUST00674,20220901,2022-09-01,2,0,435.15,4205.7,8,4,15,0.2088,0
MET000312,CUST02019,20240101,2024-01-01,5,4,406.81,2205.91,10,0,29,0.4906,1
MET000313,CUST04285,20230301,2023-03-01,4,3,539.62,4889.39,8,0,2,0.4863,0
MET000314,CUST00547,20221101,2022-11-01,3,4,386.11,6292.18,5,3,0,0.2386,0
MET000315,CUST01273,20230501,2023-05-01,1,2,110.42,5025.92,6,4,30,0.5641,0
MET000316,CUST01341,20231201,2023-12-01,5,1,195.43,4920.89,7,4,27,0.616,1
MET000317,CUST02187,20240601,2024-06-01,6,5,718.83,19009.96,5,4,27,0.7853,1
MET000318,CUST02760,20220501,2022-05-01,5,0,163.23,2629.43,1,4,23,0.8371,0
MET000319,CUST00164,20220901,2022-09-01,3,1,355.53,4322.39,2,3,4,0.7095,0
MET000320,CUST01532,20220801,2022-08-01,3,3,1053.99,23579.15,8,4,1,0.9204,0
MET000321,CUST01264,20230501,2023-05-01,6,4,1345.97,27342.24,1,5,24,0.2819,1
MET000322,CUST03931,20220501,2022-05-01,2,2,321.32,2226.04,6,4,15,0.8861,0
MET000323,CUST01607,20231001,2023-10-01,5,3,381.57,4128.54,9,1,6,0.9734,1
MET000324,CUST00073,20230301,2023-03-01,1,2,487.86,6080.67,10,2,11,0.5872,1
MET000325,CUST00499,20220501,2022-05-01,4,0,1136.5,16040.83,4,0,9,0.082,1
MET000326,CUST01185,20230401,2023-04-01,3,0,218.26,3624.53,5,0,27,0.0781,1
MET000327,CUST00305,20220101,2022-01-01,3,0,219.91,3799.2,1,2,13,0.6565,1
MET000328,CUST00957,20220601,2022-06-01,3,2,117.39,1892.61,9,0,27,0.3246,1
MET000329,CUST03635,20220401,2022-04-01,4,3,457.17,2186.96,4,5,29,0.3394,0
MET000330,CUST01379,20240201,2024-02-01,6,0,1497.74,41950.0,7,3,16,0.5159,0
MET000331,CUST01936,20220501,2022-05-01,2,5,118.19,4218.23,4,5,29,0.2699,0
MET000332,CUST03815,20230901,2023-09-01,2,4,551.87,6449.8,2,0,1,0.8731,0
MET000333,CUST02684,20230401,2023-04-01,4,3,318.53,1885.8,2,4,22,0.7802,0
MET000334,CUST04706,20240401,2024-04-01,3,5,180.33,5331.93,7,2,1,0.9752,0
MET000335,CUST03683,20220801,2022-08-01,4,3,121.02,3768.85,6,2,19,0.4915,1
MET000336,CUST02212,20220601,2022-06-01,5,4,438.1,4024.96,6,3,17,0.6986,0
MET000337,CUST00709,20220401,2022-04-01,1,5,1415.57,11110.6,9,3,8,0.1433,0
MET000338,CUST03351,20220601,2022-06-01,4,3,507.32,10473.22,1,0,9,0.7738,0
MET000339,CUST01263,20230901,2023-09-01,6,0,130.33,2434.67,3,4,3,0.4289,0
MET000340,CUST03437,20231001,2023-10-01,1,3,405.88,5374.03,3,1,9,0.916,1
MET000341,CUST00234,20220101,2022-01-01,4,1,252.93,4705.05,2,4,6,0.7033,1
MET000342,CUST04957,20230401,2023-04-01,5,2,351.33,13575.93,9,4,23,0.5274,0
MET000343,CUST04014,20230801,2023-08-01,1,4,235.71,4270.8,8,3,4,0.217,1
MET000344,CUST03340,20230301,2023-03-01,3,4,780.67,21133.2,7,4,6,0.2263,0
MET000345,CUST03798,20240401,2024-04-01,6,4,782.5,13003.09,2,2,25,0.6807,0
MET000346,CUST00437,20240201,2024-02-01,2,1,281.72,5810.85,9,3,4,0.8853,0
MET000347,CUST01094,20231001,2023-10-01,3,4,1180.56,5618.69,7,0,14,0.1722,0
MET000348,CUST01019,20220701,2022-07-01,6,4,366.9,7059.83,9,5,28,0.7803,0
MET000349,CUST03040,20240201,2024-02-01,6,3,1751.61,50244.36,8,5,8,0.8601,1
MET000350,CUST00363,20220501,2022-05-01,6,3,1026.51,5739.47,2,4,5,0.5258,0
MET000351,CUST04042,20230901,2023-09-01,2,1,198.31,5410.78,10,5,2,0.0077,0
MET000352,CUST00090,20221101,2022-11-01,6,2,171.91,3660.15,6,4,24,0.291,0
MET000353,CUST02303,20220701,2022-07-01,6,4,442.31,2877.43,9,0,17,0.544,0
MET000354,CUST02869,20240201,2024-02-01,5,0,483.56,6512.96,5,4,21,0.4852,1
MET000355,CUST01420,20220701,2022-07-01,4,3,581.33,12924.24,1,2,3,0.7802,0
MET000356,CUST00868,20220401,2022-04-01,2,0,228.57,6804.65,7,4,11,0.1208,0
MET000357,CUST00592,20240301,2024-03-01,6,0,485.48,7691.03,1,2,17,0.44,0
MET000358,CUST02234,20220501,2022-05-01,3,0,1061.96,21452.96,6,0,25,0.9598,1
MET000359,CUST02930,20220601,2022-06-01,3,3,467.06,6969.67,7,2,27,0.0087,1
MET000360,CUST02481,20231201,2023-12-01,1,4,210.28,2494.21,1,5,27,0.0202,1
MET000361,CUST04969,20240101,2024-01-01,4,4,1153.88,14414.86,8,3,12,0.5268,0
MET000362,CUST01166,20240301,2024-03-01,6,3,325.86,2686.07,3,3,19,0.8109,1
MET000363,CUST01643,20220701,2022-07-01,5,1,170.55,4304.32,6,4,11,0.4357,0
MET000364,CUST02028,20240501,2024-05-01,4,3,2637.02,48769.36,8,3,15,0.6463,0
MET000365,CUST00209,20220801,2022-08-01,1,0,922.19,15457.59,9,3,3,0.3572,1
MET000366,CUST00266,20240501,2024-05-01,5,2,1425.61,12464.36,9,3,16,0.7484,0
MET000367,CUST00541,20230401,2023-04-01,3,4,349.65,3061.25,7,1,12,0.8942,0
MET000368,CUST02450,20230501,2023-05-01,2,0,389.54,4410.75,1,0,4,0.442,0
MET000369,CUST01399,20240601,2024-06-01,5,5,353.9,2399.2,1,4,4,0.7916,1
MET000370,CUST00341,20220901,2022-09-01,3,3,1202.42,19208.82,8,3,21,0.5577,0
MET000371,CUST01995,20240101,2024-01-01,2,1,1869.42,20340.64,2,0,23,0.0809,1
MET000372,CUST03138,20230301,2023-03-01,5,5,2127.57,21245.86,9,5,29,0.7137,1
MET000373,CUST02549,20220401,2022-04-01,3,3,593.33,7290.69,10,1,15,0.7582,0
MET000374,CUST04977,20220701,2022-07-01,3,2,387.1,1793.63,4,1,9,0.3326,0
MET000375,CUST01922,20220901,2022-09-01,3,0,275.02,4595.62,1,0,21,0.152,0
MET000376,CUST04616,20221201,2022-12-01,4,5,2813.23,44494.02,9,4,24,0.351,0
MET000377,CUST00571,20240101,2024-01-01,2,4,3279.91,50351.28,1,4,25,0.4244,0
MET000378,CUST00054,20240101,2024-01-01,4,4,248.97,7125.06,10,1,18,0.7712,1
MET000379,CUST03069,20231001,2023-10-01,6,3,460.53,1616.2,8,1,1,0.2789,0
MET000380,CUST01697,20230201,2023-02-01,4,4,517.48,8674.78,9,5,14,0.9446,1
MET000381,CUST00063,20220401,2022-04-01,2,2,1301.1,21008.91,6,0,14,0.6827,0
MET000382,CUST01198,20230601,2023-06-01,3,0,805.46,17791.56,5,2,24,0.9425,1
MET000383,CUST01503,20240601,2024-06-01,2,3,441.39,4970.12,10,4,26,0.5496,0
MET000384,CUST01592,20220701,2022-07-01,6,2,189.46,5306.75,2,4,20,0.5866,1
MET000385,CUST04702,20240501,2024-05-01,1,5,363.74,5368.4,10,0,19,0.0912,1
MET000386,CUST00110,20220601,2022-06-01,6,1,3740.49,25202.88,6,2,29,0.4263,0
MET000387,CUST02286,20230101,2023-01-01,6,3,850.4,6783.78,9,3,13,0.5745,0
MET000388,CUST04785,20231201,2023-12-01,2,1,1000.14,13757.34,5,4,20,0.1228,0
MET000389,CUST02636,20221201,2022-12-01,4,2,424.87,7052.39,6,5,20,0.9916,1
MET000390,CUST03546,20240201,2024-02-01,5,5,795.43,5333.84,10,2,4,0.4995,0
MET000391,CUST02768,20230701,2023-07-01,5,1,224.68,4469.71,1,3,29,0.2257,0
MET000392,CUST04729,20230901,2023-09-01,1,4,461.8,3254.44,3,5,30,0.4418,0
MET000393,CUST02034,20221001,2022-10-01,3,1,1081.63,18656.67,3,5,3,0.9613,1
MET000394,CUST04741,20220301,2022-03-01,4,2,235.62,3007.48,9,4,16,0.0525,0
MET000395,CUST01291,20240101,2024-01-01,2,4,420.87,6065.93,5,3,8,0.8472,0
MET000396,CUST01479,20230201,2023-02-01,4,3,1064.68,7432.34,2,3,13,0.6169,1
MET000397,CUST04514,20230101,2023-01-01,6,3,1029.96,10431.65,4,1,0,0.6424,0
MET000398,CUST03794,20230401,2023-04-01,3,1,817.29,12608.35,4,5,18,0.072,0
MET000399,CUST03211,20230901,2023-09-01,3,1,435.26,5373.77,4,5,20,0.6352,0
MET000400,CUST03766,20230901,2023-09-01,6,5,429.66,11357.38,9,2,22,0.8126,0
MET000401,CUST00860,20230201,2023-02-01,2,0,1355.45,16388.37,1,2,26,0.2687,1
MET000402,CUST03559,20230201,2023-02-01,5,5,1136.49,20557.73,4,3,22,0.3421,0
MET000403,CUST04640,20230201,2023-02-01,3,1,183.91,6302.4,9,4,5,0.7937,0
MET000404,CUST01327,20231101,2023-11-01,3,1,3744.93,23140.72,2,5,8,0.8221,1
MET000405,CUST04442,20221201,2022-12-01,5,2,453.35,4801.8,3,0,27,0.7971,0
MET000406,CUST04107,20230201,2023-02-01,3,3,401.61,5485.33,5,2,23,0.0481,0
MET000407,CUST00326,20230201,2023-02-01,1,5,447.11,17267.62,3,4,4,0.571,1
MET000408,CUST01096,20220801,2022-08-01,6,0,844.49,20639.81,4,1,30,0.4303,0
MET000409,CUST02414,20231001,2023-10-01,3,1,827.9,13654.79,3,0,16,0.5475,0
MET000410,CUST02117,20230101,2023-01-01,3,1,1154.36,14257.05,5,0,26,0.9442,0
MET000411,CUST02711,20230101,2023-01-01,3,4,123.5,6584.29,5,2,24,0.7239,0
MET000412,CUST01525,20220201,2022-02-01,4,5,124.44,3941.84,2,1,16,0.7466,1
MET000413,CUST00495,20220401,2022-04-01,2,1,346.05,4707.75,1,3,12,0.3962,0
MET000414,CUST02189,20220901,2022-09-01,4,0,1021.31,15977.6,1,3,22,0.6382,1
MET000415,CUST01398,20220801,2022-08-01,6,4,220.13,5969.43,2,0,25,0.0839,0
MET000416,CUST04931,20231001,2023-10-01,3,5,321.94,5339.8,10,5,25,0.2804,1
MET000417,CUST02538,20230801,2023-08-01,2,3,205.49,6160.57,8,1,21,0.4575,1
MET000418,CUST04651,20230401,2023-04-01,6,1,354.25,2993.33,1,0,22,0.615,1
MET000419,CUST01503,20230701,2023-07-01,6,4,167.98,3235.06,7,4,3,0.4828,1
MET000420,CUST00605,20230201,2023-02-01,1,5,230.25,3336.4,3,5,10,0.785,1
MET000421,CUST01934,20240401,2024-04-01,2,4,239.73,2845.87,7,2,29,0.8168,1
MET000422,CUST00933,20220601,2022-06-01,6,1,263.2,6734.92,9,3,26,0.9285,1
MET000423,CUST04615,20220201,2022-02-01,1,1,3557.3,26856.01,10,0,2,0.82,0
MET000424,CUST04736,20230601,2023-06-01,6,3,472.58,12511.18,4,4,15,0.0203,1
MET000425,CUST02833,20220501,2022-05-01,3,1,344.72,1994.66,5,4,29,0.5156,0
MET000426,CUST00411,20230901,2023-09-01,5,3,886.36,21195.48,9,2,26,0.4388,0
MET000427,CUST02898,20230101,2023-01-01,1,1,124.05,1849.87,6,2,16,0.1348,0
MET000428,CUST00366,20220401,2022-04-01,6,5,768.38,25949.01,3,4,0,0.3093,1
MET000429,CUST02421,20240501,2024-05-01,2,1,143.78,5644.9,8,0,12,0.8419,0
MET000430,CUST02286,20231201,2023-12-01,4,5,425.56,7361.14,10,2,7,0.022,0
MET000431,CUST00003,20220801,2022-08-01,5,0,2078.18,12061.52,10,3,0,0.7296,0
MET000432,CUST01575,20220201,2022-02-01,2,2,382.65,3788.89,8,5,27,0.1781,1
MET000433,CUST01413,20240601,2024-06-01,1,2,3014.83,24332.23,6,0,20,0.4749,1
MET000434,CUST00839,20220901,2022-09-01,1,3,895.63,12259.29,6,0,0,0.3102,1
MET000435,CUST00529,20230301,2023-03-01,4,2,171.81,5235.14,8,1,14,0.4243,1
MET000436,CUST01542,20220501,2022-05-01,4,4,1310.89,16392.38,3,1,26,0.7862,1
MET000437,CUST01160,20230201,2023-02-01,5,3,367.34,14521.43,10,3,6,0.3604,0
MET000438,CUST01991,20220101,2022-01-01,2,3,882.63,47505.27,9,1,27,0.9114,1
MET000439,CUST02755,20220401,2022-04-01,1,2,334.31,6220.09,1,2,8,0.4895,1
MET000440,CUST04413,20220401,2022-04-01,1,2,876.76,19301.74,5,4,4,0.3192,1
MET000441,CUST02459,20230201,2023-02-01,5,5,118.37,4658.27,8,2,3,0.5275,1
MET000442,CUST04324,20220301,2022-03-01,4,4,307.07,5143.45,2,0,12,0.94,0
MET000443,CUST04446,20230601,2023-06-01,1,3,389.96,4792.44,7,0,1,0.6112,0
MET000444,CUST01551,20230901,2023-09-01,2,4,250.09,3815.21,4,5,11,0.3884,1
MET000445,CUST02030,20231001,2023-10-01,3,3,480.72,6230.98,3,2,8,0.1537,0
MET000446,CUST01383,20230401,2023-04-01,1,2,190.73,5801.55,6,3,9,0.009,0
MET000447,CUST03550,20231001,2023-10-01,5,5,365.2,3016.24,2,2,14,0.8619,0
MET000448,CUST01035,20220901,2022-09-01,5,5,891.08,11402.3,8,3,14,0.4741,1
MET000449,CUST03637,20230901,2023-09-01,3,1,729.99,14890.97,8,1,24,0.0992,0
MET000450,CUST01779,20230701,2023-07-01,2,3,999.5,32435.87,3,4,25,0.9708,0
MET000451,CUST04013,20230401,2023-04-01,6,4,334.28,3401.14,9,4,10,0.7218,0
MET000452,CUST03598,20221001,2022-10-01,1,4,258.35,3155.48,7,3,20,0.2278,1
MET000453,CUST00862,20230901,2023-09-01,2,3,1038.2,11523.57,1,4,3,0.5114,0
MET000454,CUST00172,20220101,2022-01-01,3,4,845.28,17997.26,6,2,27,0.2929,0
MET000455,CUST04487,20221101,2022-11-01,2,0,355.6,6207.51,4,0,28,0.821,0
MET000456,CUST01182,20230101,2023-01-01,2,4,130.47,2656.79,7,4,24,0.1722,0
MET000457,CUST00229,20230101,2023-01-01,2,2,484.22,3627.7,1,0,26,0.5806,0
MET000458,CUST01973,20240401,2024-04-01,5,3,465.04,5753.48,1,0,5,0.7237,0
MET000459,CUST03790,20230701,2023-07-01,2,5,1195.83,18261.59,8,2,8,0.9828,0
MET000460,CUST01375,20231101,2023-11-01,5,5,370.32,2695.36,9,5,27,0.6333,0
MET000461,CUST02071,20231101,2023-11-01,4,1,130.31,5873.34,8,3,7,0.3906,0
MET000462,CUST00972,20230401,2023-04-01,2,3,412.91,3834.0,1,2,21,0.221,1
MET000463,CUST02830,20240101,2024-01-01,4,4,189.68,6995.28,9,1,10,0.5107,1
MET000464,CUST02357,20220201,2022-02-01,3,4,964.38,29692.11,8,4,24,0.0106,0
MET000465,CUST00234,20220801,2022-08-01,3,0,237.54,5844.79,5,2,1,0.0713,0
MET000466,CUST03181,20221201,2022-12-01,3,5,210.47,3664.12,2,0,26,0.6865,0
MET000467,CUST03760,20220101,2022-01-01,5,0,424.93,2893.35,1,4,7,0.6168,1
MET000468,CUST04290,20221101,2022-11-01,2,1,223.64,4061.06,2,5,28,0.1295,0
MET000469,CUST02354,20220101,2022-01-01,6,3,1098.25,12424.63,8,3,8,0.5096,0
MET000470,CUST04903,20240601,2024-06-01,4,3,477.98,2926.18,9,4,11,0.0412,1
MET000471,CUST01600,20240401,2024-04-01,4,0,1382.41,9242.65,3,5,11,0.4514,0
MET000472,CUST03142,20230301,2023-03-01,3,5,1308.71,10194.09,9,3,26,0.0714,1
MET000473,CUST02936,20240301,2024-03-01,3,4,467.15,6326.96,9,5,11,0.5659,0
MET000474,CUST02115,20220201,2022-02-01,3,4,488.59,10469.19,7,0,14,0.5125,0
MET000475,CUST00980,20221001,2022-10-01,1,0,424.51,14103.46,3,0,6,0.333,0
MET000476,CUST04506,20230301,2023-03-01,6,2,286.92,2800.02,6,4,7,0.1896,0
MET000477,CUST00496,20230601,2023-06-01,3,0,340.67,1647.5,4,2,29,0.3282,1
MET000478,CUST03498,20240501,2024-05-01,1,0,1425.07,8313.5,10,5,12,0.0519,0
MET000479,CUST04775,20240501,2024-05-01,3,1,879.19,11929.41,10,5,16,0.5925,1
MET000480,CUST02910,20240101,2024-01-01,2,5,421.13,2021.5,5,5,15,0.1278,0
MET000481,CUST00424,20230601,2023-06-01,5,3,200.3,1873.6,3,0,1,0.8392,1
MET000482,CUST03600,20230301,2023-03-01,2,0,956.82,19910.31,9,1,9,0.892,0
MET000483,CUST00147,20230101,2023-01-01,6,4,837.65,8379.88,5,2,1,0.993,0
MET000484,CUST01152,20230301,2023-03-01,1,1,1190.29,20864.0,9,2,5,0.0543,0
MET000485,CUST03530,20220301,2022-03-01,3,2,751.38,12655.61,1,2,27,0.2493,0
MET000486,CUST04505,20220601,2022-06-01,1,2,364.17,5836.13,8,4,15,0.2001,0
MET000487,CUST03169,20230801,2023-08-01,2,4,116.24,4138.51,5,1,16,0.3949,0
MET000488,CUST04168,20240101,2024-01-01,6,5,132.2,4172.22,3,5,1,0.7974,1
MET000489,CUST01605,20221001,2022-10-01,1,1,856.42,15928.95,7,4,10,0.0952,0
MET000490,CUST00444,20221101,2022-11-01,5,1,3451.84,52896.61,6,1,20,0.8312,0
MET000491,CUST03393,20231201,2023-12-01,2,0,2807.33,24381.45,7,3,15,0.0662,0
MET000492,CUST04401,20220801,2022-08-01,2,0,320.99,8185.04,9,5,15,0.0377,0
MET000493,CUST02198,20230901,2023-09-01,5,4,1135.34,16150.53,7,0,15,0.3281,0
MET000494,CUST00805,20230101,2023-01-01,5,1,313.28,1789.94,1,1,15,0.293,1
MET000495,CUST03636,20240201,2024-02-01,2,4,1070.21,6157.95,5,2,19,0.982,0
MET000496,CUST01070,20220901,2022-09-01,6,4,350.62,6377.25,7,1,9,0.5465,0
MET000497,CUST04745,20221201,2022-12-01,2,1,467.54,6073.04,5,1,1,0.7828,0
MET000498,CUST03057,20230501,2023-05-01,5,3,467.84,2344.18,5,4,29,0.2094,1
MET000499,CUST03883,20231201,2023-12-01,6,2,359.77,6442.68,9,5,7,0.4928,0
MET000500,CUST04936,20240301,2024-03-01,4,2,143.75,4123.23,5,4,22,0.6215,1
MET000501,CUST01388,20221001,2022-10-01,5,3,1329.73,17967.06,8,0,14,0.4519,0
MET000502,CUST04720,20230201,2023-02-01,1,5,348.06,5734.91,3,1,4,0.4406,1
MET000503,CUST03883,20220101,2022-01-01,1,4,210.26,2307.45,9,5,26,0.4977,0
MET000504,CUST02154,20220801,2022-08-01,2,4,2325.31,24085.2,9,3,24,0.9828,0
MET000505,CUST03989,20221001,2022-10-01,5,0,541.52,6144.97,1,5,20,0.5615,1
MET000506,CUST02017,20230101,2023-01-01,2,2,357.19,6154.63,6,3,26,0.3656,0
MET000507,CUST00431,20220601,2022-06-01,4,1,1461.92,10651.62,3,1,17,0.616,0
MET000508,CUST04385,20231001,2023-10-01,3,0,478.44,19206.17,6,3,3,0.1667,0
MET000509,CUST04603,20230501,2023-05-01,2,2,208.49,5091.17,1,3,10,0.8796,0
MET000510,CUST01356,20221201,2022-12-01,5,4,2803.35,53181.62,3,5,17,0.3758,1
MET000511,CUST03595,20230701,2023-07-01,2,2,672.27,11528.69,2,1,26,0.7248,1
MET000512,CUST01047,20230301,2023-03-01,6,2,162.28,3236.71,7,4,25,0.8851,1
MET000513,CUST01835,20220301,2022-03-01,2,1,1329.42,30720.05,9,5,24,0.3437,0
MET000514,CUST04628,20230901,2023-09-01,3,0,2445.97,17169.33,4,4,29,0.4257,1
MET000515,CUST00654,20221101,2022-11-01,3,4,179.8,5688.98,6,3,5,0.1702,1
MET000516,CUST03536,20240201,2024-02-01,3,2,420.63,6635.02,1,2,12,0.927,0
MET000517,CUST00112,20220501,2022-05-01,1,2,780.39,45127.86,6,3,30,0.4409,1
MET000518,CUST04231,20240301,2024-03-01,4,2,160.79,6144.73,4,3,2,0.7283,1
MET000519,CUST03152,20240201,2024-02-01,1,2,672.88,19644.46,2,1,4,0.9714,1
MET000520,CUST02868,20221201,2022-12-01,3,0,142.43,4380.77,2,5,7,0.2985,0
MET000521,CUST04443,20220401,2022-04-01,6,3,423.95,6272.26,5,5,30,0.3154,0
MET000522,CUST01310,20231201,2023-12-01,1,0,886.65,13986.38,1,5,1,0.5799,0
MET000523,CUST00441,20230301,2023-03-01,1,4,340.41,6291.03,7,3,12,0.4719,0
MET000524,CUST04644,20221201,2022-12-01,3,4,200.07,4212.15,5,0,29,0.7824,1
MET000525,CUST01330,20231101,2023-11-01,6,2,162.26,3828.67,2,4,21,0.8469,1
MET000526,CUST01548,20220701,2022-07-01,5,1,301.27,6038.19,4,5,24,0.4112,0
MET000527,CUST04077,20240301,2024-03-01,1,4,1097.83,19353.39,4,2,27,0.7827,0
MET000528,CUST04504,20230701,2023-07-01,6,4,3551.68,14895.06,2,3,9,0.3533,0
MET000529,CUST04246,20220601,2022-06-01,2,2,2401.85,16461.98,3,3,3,0.7723,1
MET000530,CUST03599,20230101,2023-01-01,2,4,1421.9,7092.47,7,4,22,0.6155,0
MET000531,CUST00983,20220201,2022-02-01,2,4,1655.2,51243.99,1,0,11,0.9168,1
MET000532,CUST04744,20230901,2023-09-01,2,4,1333.16,11501.17,7,0,22,0.1436,1
MET000533,CUST03350,20230101,2023-01-01,4,0,711.02,5879.0,3,3,23,0.7825,0
MET000534,CUST02422,20231201,2023-12-01,3,0,1302.88,8032.57,4,4,26,0.3498,1
MET000535,CUST00978,20240401,2024-04-01,2,3,177.78,3891.61,10,0,26,0.0988,0
MET000536,CUST04190,20220301,2022-03-01,4,2,1242.15,16592.91,9,5,3,0.5615,1
MET000537,CUST01147,20240301,2024-03-01,6,2,1383.72,16046.02,5,4,27,0.9305,0
MET000538,CUST01237,20230801,2023-08-01,3,0,694.19,15197.76,2,2,9,0.2629,1
MET000539,CUST02091,20220801,2022-08-01,5,5,469.32,3042.89,5,2,17,0.6396,1
MET000540,CUST03665,20221201,2022-12-01,6,1,939.45,20865.42,6,5,24,0.2442,0
MET000541,CUST00060,20230201,2023-02-01,5,4,112.51,2603.72,7,2,18,0.1641,1
MET000542,CUST00940,20230101,2023-01-01,3,0,335.32,6784.4,8,5,27,0.0331,1
MET000543,CUST03066,20230201,2023-02-01,1,2,128.74,4115.32,6,5,24,0.5544,0
MET000544,CUST02571,20240201,2024-02-01,2,4,198.4,4845.34,9,3,5,0.6463,1
MET000545,CUST00600,20240101,2024-01-01,6,2,1229.3,14979.94,4,1,20,0.0595,1
MET000546,CUST02522,20230101,2023-01-01,1,0,493.87,8139.29,8,4,25,0.7044,1
MET000547,CUST01942,20220301,2022-03-01,5,2,3152.81,34723.01,2,2,8,0.5413,0
MET000548,CUST01364,20231101,2023-11-01,5,2,424.33,4777.69,2,2,0,0.7009,0
MET000549,CUST00879,20230801,2023-08-01,6,4,253.09,1949.89,10,2,16,0.0676,0
MET000550,CUST02197,20240201,2024-02-01,4,2,206.12,3633.21,3,2,4,0.2844,1
MET000551,CUST04586,20220301,2022-03-01,2,2,606.91,9177.82,6,1,28,0.9428,0
MET000552,CUST01657,20240201,2024-02-01,4,1,138.6,2717.73,7,1,4,0.4174,0
MET000553,CUST01858,20231101,2023-11-01,4,5,471.11,3134.15,1,2,21,0.7996,0
MET000554,CUST01271,20240401,2024-04-01,1,1,240.31,1786.64,10,5,28,0.0349,0
MET000555,CUST00936,20230301,2023-03-01,2,1,1070.48,7757.6,2,4,6,0.8217,1
MET000556,CUST02106,20221201,2022-12-01,4,1,445.68,4111.67,8,1,25,0.6032,0
MET000557,CUST00784,20220901,2022-09-01,5,0,449.16,5696.09,4,1,8,0.7024,0
MET000558,CUST02004,20240301,2024-03-01,4,0,898.08,12145.82,10,4,5,0.2524,0
MET000559,CUST03273,20220801,2022-08-01,5,1,433.22,5646.5,5,5,19,0.5569,1
MET000560,CUST02965,20240201,2024-02-01,2,3,710.61,11627.19,1,5,29,0.8098,1
MET000561,CUST00522,20220301,2022-03-01,3,1,303.91,12661.85,2,0,23,0.0723,0
MET000562,CUST01184,20240601,2024-06-01,6,1,1260.91,43875.26,1,1,1,0.6322,1
MET000563,CUST01307,20240401,2024-04-01,5,5,393.29,7046.62,8,1,9,0.3048,0
MET000564,CUST04851,20230301,2023-03-01,6,5,1493.89,20518.94,10,0,28,0.5816,0
MET000565,CUST02218,20221101,2022-11-01,6,2,720.87,9095.67,8,2,2,0.671,0
MET000566,CUST04053,20230501,2023-05-01,4,4,115.35,4986.46,6,0,22,0.1549,1
MET000567,CUST00712,20240101,2024-01-01,4,0,2313.42,32403.49,5,0,8,0.0842,0
MET000568,CUST02378,20220201,2022-02-01,1,3,113.55,6166.49,4,5,5,0.2918,1
MET000569,CUST03247,20231101,2023-11-01,2,0,168.52,5003.6,3,0,6,0.966,0
MET000570,CUST01796,20221101,2022-11-01,3,5,127.63,5020.03,4,0,16,0.2057,0
MET000571,CUST01447,20220101,2022-01-01,1,4,2243.35,16241.18,2,5,25,0.6419,1
MET000572,CUST01562,20240601,2024-06-01,4,5,340.71,3436.68,3,0,23,0.9653,1
MET000573,CUST00411,20240301,2024-03-01,1,5,578.3,15847.27,8,4,21,0.0838,0
MET000574,CUST04895,20240501,2024-05-01,6,2,908.84,11317.31,9,0,27,0.9912,1
MET000575,CUST04567,20230301,2023-03-01,1,3,809.42,17101.92,10,4,19,0.2355,0
MET000576,CUST01465,20220501,2022-05-01,2,3,1194.9,18206.65,7,4,19,0.2608,1
